,ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,GK,Height,Weight,DOB,Preferred foot,Weak foot,Skill move,International reputation,Work rate,Body type,Real face,Release clause,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Traits
6488,215758,62,62,62,61,60,60,60,61,62,62,62,65,63,63,63,65,66,65,65,65,66,66,66,66,66,66,18,186,80,7-Nov-95,Right,3,2,1,Medium/Medium,Normal (185+),Yes,€1.8M,66,51,59,60,41,63,56,63,61,62,71,72,67,60,68,60,75,77,76,51,69,61,58,55,51,59,62,63,61,9,13,11,8,10,Early Crosser
6489,215817,67,67,67,61,65,65,65,61,65,65,65,63,62,62,62,63,49,51,51,51,49,46,47,47,47,46,19,190,87,17-Jan-94,Left,2,2,1,Low/Low,Normal (185+),No,€1.4M,41,68,65,63,68,61,64,58,54,66,53,54,55,66,59,78,70,71,89,68,44,42,68,63,62,70,28,16,19,10,11,16,10,10,Power Header
6490,215820,66,66,66,63,63,63,63,63,66,66,66,65,66,66,66,65,65,66,66,66,65,65,67,67,67,65,22,182,76,7-Mar-96,Right,3,2,1,Medium/Medium,Normal (170-185),No,€1.6M,54,65,64,65,58,60,52,55,63,65,67,62,67,62,67,62,76,68,72,71,72,62,63,61,65,62,64,63,62,15,15,14,15,16,"Injury Prone, Long Shot Taker (AI)"
6491,215864,66,66,66,63,63,63,63,63,63,63,63,65,59,59,59,65,55,50,50,50,55,53,49,49,49,53,19,183,70,29-Jun-95,Right,3,3,1,Medium/Low,Normal (170-185),No,€1.4M,61,63,61,58,64,63,41,37,55,61,80,80,70,58,61,66,78,71,78,56,35,18,61,56,55,68,24,47,43,8,14,7,15,10,None
6492,215965,74,74,74,66,69,69,69,66,67,67,67,68,60,60,60,68,50,48,48,48,50,48,45,45,45,48,20,187,90,14-Apr-96,Left,3,2,1,Medium/Low,Stocky (185+),No,€5.3M,50,76,62,59,68,65,42,31,46,67,73,89,42,68,50,79,76,76,90,67,58,13,71,59,61,68,23,26,16,9,12,9,15,13,None
6493,215970,65,65,65,66,65,65,65,66,66,66,66,69,65,65,65,69,69,65,65,65,69,68,66,66,66,68,18,181,75,1-Jul-95,Left,2,3,1,High/Medium,Normal (170-185),No,€2.6M,68,54,59,64,46,69,58,32,54,66,79,82,79,62,77,63,87,80,73,57,62,60,64,59,65,65,59,64,63,7,8,16,13,14,Speed Dribbler (AI)
6494,216020,69,69,69,70,70,70,70,70,74,74,74,74,74,74,74,74,73,74,74,74,73,72,72,72,72,72,21,171,69,31-May-91,Left,2,3,1,High/Medium,Normal (170-185),No,€5.6M,76,59,66,74,37,72,76,80,73,74,64,63,64,72,76,69,81,80,73,78,80,70,68,78,67,69,61,69,67,12,7,9,16,16,"Dives Into Tackles (AI), Long Shot Taker (AI), Playmaker (AI)"
6495,216067,60,60,60,57,55,55,55,57,57,57,57,60,59,59,59,60,69,67,67,67,69,69,69,69,69,69,18,180,75,28-Apr-90,Left,4,2,1,Low/Medium,Normal (170-185),No,€1.7M,61,44,68,66,40,56,33,22,57,66,69,69,70,69,78,66,82,69,69,57,67,68,36,26,38,67,69,70,70,7,9,12,8,14,Power Header
6496,216114,52,52,52,49,48,48,48,49,51,51,51,55,55,55,55,55,64,65,65,65,64,65,68,68,68,65,20,186,80,22-Apr-96,Left,2,2,1,Medium/Medium,Normal (185+),No,€1.5M,50,29,64,63,37,51,48,35,65,55,63,68,63,59,60,58,71,69,81,26,66,64,34,29,40,59,66,67,63,15,11,11,12,12,"Long Passer (AI), Team Player"
6497,216194,68,68,68,67,69,69,69,67,74,74,74,71,78,78,78,71,76,78,78,78,76,75,78,78,78,75,19,180,81,24-May-90,Right,3,3,1,Low/High,Normal (170-185),Yes,€24.2M,55,60,46,79,52,68,61,57,80,80,45,40,66,79,75,72,65,91,79,73,82,81,73,71,58,71,78,84,78,6,14,14,6,11,"Solid Player, Leadership"
6498,216218,68,68,68,64,65,65,65,64,67,67,67,66,62,62,62,66,50,50,50,50,50,48,45,45,45,48,20,185,80,10-Aug-95,Right,3,2,1,High/Medium,Normal (185+),No,€1.7M,48,68,67,63,68,64,59,47,54,65,73,67,69,65,72,67,69,80,70,63,70,19,65,64,67,67,26,23,20,13,15,14,10,11,"Finesse Shot, Power Header, Chip Shot (AI)"
6499,216232,66,66,66,68,67,67,67,68,68,68,68,69,67,67,67,69,69,67,67,67,69,69,66,66,66,69,19,171,66,2-Jan-94,Left,2,2,1,High/High,Lean (170-185),No,€2.2M,63,59,57,65,33,76,55,56,61,69,79,78,77,66,85,67,72,74,56,64,71,68,60,58,59,61,63,64,64,12,10,10,10,13,Speed Dribbler (AI)
6500,216265,68,68,68,60,63,63,63,60,63,63,63,61,58,58,58,61,46,48,48,48,46,44,47,47,47,44,19,191,88,28-Feb-95,Right,4,2,1,High/Low,Stocky (185+),No,</label>,39,67,68,54,61,63,44,31,50,65,59,62,58,61,62,75,68,67,94,55,72,22,67,60,57,63,23,24,19,13,8,7,16,8,Power Header
6501,216273,65,65,65,63,65,65,65,63,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,18,188,85,12-Jul-90,Right,3,2,1,High/High,Normal (185+),No,€911K,52,66,66,65,45,62,40,45,60,65,55,64,61,70,65,69,76,76,82,50,78,62,71,66,54,69,62,62,59,9,8,9,11,11,None
6502,216350,72,72,72,67,71,71,71,67,73,73,73,71,76,76,76,71,72,76,76,76,72,72,76,76,76,72,21,185,79,29-May-91,Right,3,3,1,High/High,Normal (185+),No,€14.3M,42,67,71,76,40,74,49,48,75,70,56,72,51,76,70,67,64,82,83,56,80,75,75,72,46,79,76,75,67,11,10,12,15,14,"Injury Prone, Leadership, Team Player"
6503,216394,54,54,54,59,56,56,56,59,60,60,60,62,61,61,61,62,65,63,63,63,65,65,62,62,62,65,20,168,67,11-Jun-94,Right,4,2,1,Medium/Medium,Stocky (170-),No,€1.3M,67,32,53,65,33,64,57,37,60,65,64,62,73,57,82,49,52,71,60,58,60,57,51,48,36,51,63,62,64,13,11,11,15,15,None
6504,216435,70,70,70,75,74,74,74,75,78,78,78,78,80,80,80,78,79,80,80,80,79,77,74,74,74,77,21,170,64,25-Nov-94,Right,4,3,2,Medium/High,Normal (170-),Yes,€32.8M,68,64,45,84,43,78,68,55,77,83,76,68,77,80,85,62,79,84,63,68,66,75,67,74,56,75,76,79,72,10,7,16,13,14,Speed Dribbler (AI)
6505,216463,68,68,68,71,70,70,70,71,74,74,74,73,73,73,73,73,69,68,68,68,69,66,60,60,60,66,20,176,72,7-Jun-96,Right,3,4,1,High/Low,Lean (170-185),No,€5.1M,65,69,35,80,59,72,69,70,75,72,73,72,75,67,71,63,59,71,58,62,51,60,71,68,66,68,58,60,59,9,13,12,16,11,Technical Dribbler (AI)
6506,216464,73,73,73,71,71,71,71,71,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,22,173,71,15-Apr-95,Right,4,3,1,High/High,Normal (170-185),No,€5.3M,65,68,72,73,70,69,55,51,70,70,73,76,76,73,76,68,90,92,75,71,84,70,72,71,69,71,70,72,69,13,16,12,11,14,Leadership
6507,216508,63,63,63,64,63,63,63,64,64,64,64,64,61,61,61,64,60,57,57,57,60,59,55,55,55,59,17,186,76,21-Oct-94,Left,3,3,1,Medium/Medium,Lean (185+),No,€943K,62,58,48,63,47,70,55,40,49,69,72,74,65,58,65,59,54,52,63,52,49,51,58,56,49,54,48,51,50,7,8,8,8,15,"Injury Prone, Speed Dribbler (AI)"
6508,216518,26,26,26,22,23,23,23,22,25,25,25,25,25,25,25,25,24,25,25,25,24,24,26,26,26,24,66,194,82,22-Jan-94,Right,5,1,1,Medium/Medium,Normal (185+),No,€1.1M,11,7,14,25,9,14,11,12,23,13,40,45,40,59,26,47,63,33,69,11,30,11,8,31,23,56,10,14,13,65,63,62,65,67,Leadership
6509,216526,56,56,56,51,52,52,52,51,54,54,54,56,58,58,58,56,62,64,64,64,62,63,64,64,64,63,18,180,83,13-Apr-94,Right,2,2,1,Low/High,Normal (170-185),No,</label>,44,35,67,57,36,52,47,39,55,58,58,64,47,60,54,68,71,77,82,48,85,66,42,48,46,57,66,62,60,8,11,14,12,10,Power Header
6510,216605,62,62,62,62,60,60,60,62,61,61,61,66,63,63,63,66,72,69,69,69,72,73,72,72,72,73,17,179,70,12-Mar-93,Right,3,2,1,High/Medium,Normal (170-185),Yes,€5.9M,73,42,62,59,40,59,66,41,62,67,79,88,75,62,60,74,89,79,73,52,77,68,53,50,46,61,73,68,70,7,8,13,13,10,Injury Prone
6511,216698,63,63,63,65,65,65,65,65,65,65,65,65,65,65,65,65,62,61,61,61,62,60,52,52,52,60,20,174,70,22-Oct-91,Left,3,3,1,Medium/Medium,Normal (170-185),No,€1.2M,64,62,41,67,45,66,49,41,65,71,68,72,69,62,79,67,52,72,34,59,50,59,62,58,70,58,38,62,35,12,15,8,14,9,None
6512,216699,58,58,58,60,60,60,60,60,66,66,66,63,65,65,65,63,55,58,58,58,55,54,52,52,52,54,19,180,70,26-Jan-97,Right,3,3,1,Medium/Medium,Lean (170-185),Yes,€1.1M,51,49,49,73,55,64,65,54,71,70,60,43,65,60,70,51,53,54,64,45,37,38,57,68,56,63,41,48,49,10,14,12,13,10,Injury Prone
6513,216778,64,64,64,59,61,61,61,59,63,63,63,62,65,65,65,62,69,73,73,73,69,71,77,77,77,71,20,189,84,4-Apr-94,Right,3,2,1,Medium/High,Normal (185+),Yes,</label>,38,43,75,71,51,66,22,26,63,67,67,69,64,68,60,70,78,63,81,58,80,74,48,48,38,70,79,78,77,10,14,13,7,15,Dives Into Tackles (AI)
6514,216793,76,76,76,68,72,72,72,68,71,71,71,68,65,65,65,68,51,54,54,54,51,49,51,51,51,49,19,196,98,21-Mar-92,Left,3,3,1,Medium/Medium,Normal (185+),No,€16.5M,30,78,82,64,68,73,55,52,52,76,67,68,56,75,43,76,54,70,90,66,67,34,79,58,74,68,20,28,23,8,10,12,14,8,Power Header
6515,216820,73,73,73,76,74,74,74,76,76,76,76,77,69,69,69,77,62,55,55,55,62,58,48,48,48,58,19,168,69,12-Jul-95,Right,4,4,2,High/Medium,Normal (170-),No,€18.7M,74,68,51,70,72,82,67,59,63,76,91,92,90,68,92,73,89,75,69,71,38,34,71,69,60,75,30,31,33,7,13,12,13,9,"Flair, Speed Dribbler (AI)"
6516,216860,67,67,67,70,68,68,68,70,70,70,70,70,63,63,63,70,54,49,49,49,54,50,40,40,40,50,19,182,65,17-Oct-97,Left,3,3,1,Medium/High,Lean (170-185),No,€3.6M,61,65,42,63,60,74,75,58,48,73,80,81,87,65,65,65,32,63,48,66,54,35,65,66,50,64,27,20,19,11,10,10,11,11,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot"
6517,217201,65,65,65,60,63,63,63,60,64,64,64,60,58,58,58,60,46,49,49,49,46,44,47,47,47,44,18,183,82,31-Dec-88,Right,4,3,1,Medium/Low,Stocky (170-185),No,€1.2M,42,68,65,55,61,62,55,60,40,68,45,41,64,68,56,70,85,61,76,66,75,31,72,62,70,66,25,21,26,8,11,16,9,10,None
6518,217585,58,58,58,59,57,57,57,59,60,60,60,63,62,62,62,63,68,67,67,67,68,68,68,68,68,68,19,180,74,17-Aug-94,Left,3,2,1,Medium/Medium,Normal (170-185),No,€2M,64,34,58,65,33,63,67,56,64,66,72,68,78,57,75,64,82,75,70,42,71,63,55,45,39,67,63,68,68,10,8,15,14,15,"Solid Player, Leadership"
6519,217620,59,59,59,55,54,54,54,55,56,56,56,60,60,60,60,60,68,69,69,69,68,69,72,72,72,69,21,192,95,4-Jun-92,Right,3,2,1,High/High,Stocky (185+),No,€2.7M,60,41,75,60,26,58,35,29,68,61,69,80,48,60,36,68,71,72,95,48,84,68,28,45,46,65,63,69,70,14,15,11,15,13,"Solid Player, Dives Into Tackles (AI)"
6520,217646,33,33,33,32,33,33,33,32,39,39,39,35,38,38,38,35,29,33,33,33,29,28,30,30,30,28,68,183,81,18-Jun-86,Left,3,1,1,Medium/Medium,Normal (170-185),No,€169K,18,14,27,34,14,29,23,12,39,27,44,40,68,59,56,54,65,36,64,17,25,18,15,67,30,31,13,17,13,67,66,72,68,71,"Solid Player, Leadership, Cautious With Crosses, Saves with Feet"
6521,217699,75,75,75,70,73,73,73,70,75,75,75,73,74,74,74,73,60,66,66,66,60,58,62,62,62,58,21,188,83,18-Jun-88,Right,3,2,3,High/High,Normal (185+),Yes,€7.2M,68,76,79,75,76,70,75,54,72,74,44,49,53,77,53,81,80,66,86,68,84,50,81,76,77,78,42,48,24,10,9,6,15,11,Power Header
6522,217710,65,65,65,63,63,63,63,63,64,64,64,63,58,58,58,63,50,49,49,49,50,47,46,46,46,47,16,178,80,14-Jul-91,Right,4,3,1,High/Medium,Normal (170-185),Yes,€1.2M,54,64,64,58,65,64,66,54,48,64,76,66,77,58,59,75,75,64,75,64,72,38,64,54,67,58,18,25,18,6,11,6,7,11,None
6523,217821,62,62,62,65,63,63,63,65,66,66,66,69,67,67,67,69,73,71,71,71,73,72,69,69,69,72,20,173,72,25-Apr-94,Left,3,3,1,High/Medium,Normal (170-185),No,€4.9M,65,47,54,70,30,70,58,37,66,72,79,78,73,70,78,58,60,75,59,30,69,69,58,52,39,69,68,74,67,10,7,14,13,15,Injury Prone
6524,217877,72,72,72,75,74,74,74,75,75,75,75,75,70,70,70,75,59,56,56,56,59,55,47,47,47,55,20,177,73,20-Nov-95,Left,3,4,1,Medium/Medium,Lean (170-185),No,€9M,69,71,49,73,66,80,72,70,66,78,86,75,83,70,79,69,80,68,57,73,56,35,74,72,64,81,37,26,24,12,15,9,15,7,"Long Shot Taker (AI), Technical Dribbler (AI)"
6525,218066,72,72,72,71,71,71,71,71,71,71,71,72,63,63,63,72,56,51,51,51,56,53,49,49,49,53,19,183,80,23-Dec-92,Right,4,3,1,High/Medium,Normal (170-185),No,</label>,67,69,75,71,72,69,65,57,45,66,84,84,76,71,69,77,88,72,72,66,65,18,73,63,69,70,32,28,23,12,14,9,7,9,Power Header
6526,218154,73,73,73,73,73,73,73,73,73,73,73,73,70,70,70,73,65,61,61,61,65,63,57,57,57,63,18,170,60,19-Aug-90,Right,4,4,1,High/Medium,Lean (170-),No,€6.6M,71,70,64,69,68,82,65,71,68,70,82,87,78,68,80,79,74,66,65,66,56,51,71,71,76,77,40,47,47,14,8,8,10,7,"Finesse Shot, Technical Dribbler (AI)"
6527,218311,71,71,71,71,70,70,70,71,71,71,71,71,67,67,67,71,57,54,54,54,57,55,48,48,48,55,20,180,75,17-Mar-92,Right,5,3,1,High/Medium,Lean (170-185),No,€3.6M,63,67,58,67,56,70,54,42,69,69,83,85,83,71,73,66,81,66,69,58,38,27,73,69,54,60,28,39,32,9,13,15,9,14,"Flair, Speed Dribbler (AI)"
6528,218359,68,68,68,66,66,66,66,66,69,69,69,70,71,71,71,70,72,73,73,73,72,72,72,72,72,72,19,180,75,17-Jun-94,Right,3,2,2,Medium/Medium,Lean (170-185),Yes,€4.4M,61,52,67,72,53,66,68,46,73,72,71,70,69,65,74,74,71,90,78,60,76,68,65,62,54,70,66,71,70,10,13,16,7,15,Dives Into Tackles (AI)
6529,214351,31,31,31,26,28,28,28,26,29,29,29,29,28,28,28,29,27,27,27,27,27,27,26,26,26,27,67,185,82,31-May-89,Right,3,1,1,Medium/Medium,Normal (185+),No,€675K,16,15,13,26,14,18,14,29,22,20,46,49,32,57,39,55,52,33,63,20,17,16,13,34,20,38,16,14,13,64,73,73,68,64,None
6530,214354,68,68,68,68,68,68,68,68,68,68,68,68,65,65,65,68,59,58,58,58,59,58,56,56,56,58,18,180,75,25-May-92,Right,3,3,1,High/Medium,Normal (170-185),Yes,€1.8M,59,70,69,64,65,72,67,50,55,70,75,73,73,62,71,72,90,76,70,71,71,39,68,64,69,63,40,45,38,11,7,15,11,10,"Flair, Power Header"
6531,214408,57,57,57,53,54,54,54,53,56,56,56,57,60,60,60,57,67,70,70,70,67,69,74,74,74,69,19,188,81,7-Mar-94,Right,4,2,1,Medium/High,Normal (185+),No,€5.2M,38,35,72,65,26,55,44,27,62,65,63,61,61,57,59,61,83,74,77,33,78,74,50,38,41,63,74,74,74,10,9,12,15,15,None
6532,214436,68,68,68,67,67,67,67,67,71,71,71,72,73,73,73,72,75,77,77,77,75,76,77,77,77,76,21,178,76,25-Aug-94,Right,3,2,1,Medium/Medium,Normal (170-185),No,€11.1M,67,48,79,76,39,69,39,47,75,68,75,75,69,70,60,67,88,80,77,55,90,78,66,71,63,77,71,73,74,13,9,15,15,15,"Long Passer (AI), Power Header"
6533,214525,28,28,28,22,23,23,23,22,24,24,24,25,24,24,24,25,24,26,26,26,24,24,27,27,27,24,62,186,78,31-Dec-93,Right,2,1,1,Medium/Medium,Normal (185+),No,€593K,13,14,19,25,12,14,13,19,23,24,36,34,35,55,45,44,52,26,60,13,27,14,7,16,26,40,9,18,14,61,59,58,60,62,None
6534,214584,35,35,35,31,34,34,34,31,37,37,37,35,37,37,37,35,32,35,35,35,32,31,34,34,34,31,80,189,88,16-Oct-86,Right,3,1,1,Medium/Medium,Stocky (185+),No,€5M,18,11,19,35,18,16,15,16,29,37,41,45,37,77,39,51,65,35,81,17,43,21,17,54,20,53,15,13,19,78,75,68,80,86,Leadership
6535,214622,60,60,60,65,61,61,61,65,64,64,64,69,65,65,65,69,74,69,69,69,74,73,69,69,69,73,20,182,74,8-Aug-94,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,€5.9M,75,39,49,70,41,68,39,32,63,71,85,86,73,67,70,49,80,72,65,38,62,68,56,48,39,58,63,72,71,10,13,10,11,12,None
6536,214660,65,65,65,66,65,65,65,66,68,68,68,69,68,68,68,69,70,69,69,69,70,70,69,69,69,70,21,169,68,27-Sep-93,Left,2,3,1,Medium/Medium,Normal (170-),No,€2.3M,68,46,51,64,56,69,73,69,61,66,74,75,79,66,70,75,67,70,64,62,73,68,68,69,54,69,66,71,72,14,15,15,15,9,Injury Prone
6537,214680,30,30,30,26,29,29,29,26,32,32,32,30,32,32,32,30,27,30,30,30,27,26,28,28,28,26,75,186,79,23-Apr-93,Right,2,1,1,Medium/Medium,Normal (185+),No,€7.5M,12,14,13,29,16,17,15,19,27,18,40,40,38,66,54,54,59,29,64,15,30,22,15,52,19,56,12,16,13,75,71,72,73,76,Comes For Crosses
6538,214701,53,53,53,51,49,49,49,51,51,51,51,54,54,54,54,54,64,63,63,63,64,66,68,68,68,66,20,186,80,11-Oct-96,Right,2,2,1,Medium/Medium,Lean (185+),No,€2.6M,56,37,63,56,37,45,35,41,43,56,58,67,67,60,43,51,75,71,72,45,63,62,42,37,46,52,71,70,68,15,9,14,12,15,None
6539,214717,65,65,65,66,66,66,66,66,70,70,70,69,73,73,73,69,73,74,74,74,73,72,73,73,73,72,21,180,85,13-Jun-91,Right,3,3,1,Medium/High,Normal (170-185),No,€4.7M,52,58,53,73,42,68,64,47,71,71,66,65,78,71,73,64,78,89,72,65,70,75,59,69,50,65,70,76,70,14,9,10,15,14,"Dives Into Tackles (AI), Playmaker (AI)"
6540,214727,67,67,67,67,67,67,67,67,67,67,67,67,64,64,64,67,59,56,56,56,59,57,54,54,54,57,18,178,78,8-Feb-94,Left,3,3,1,High/Medium,Normal (170-185),Yes,€1.9M,59,64,61,64,66,70,65,45,60,67,74,76,74,62,67,71,68,71,72,65,60,35,66,61,84,63,38,43,48,8,9,11,8,15,"Finesse Shot, Long Shot Taker (AI)"
6541,214748,61,61,61,65,64,64,64,65,66,66,66,66,66,66,66,66,65,65,65,65,65,63,61,61,61,63,21,179,79,5-Apr-95,Right,3,3,1,Medium/Medium,Lean (170-185),No,€1.2M,58,53,45,72,31,70,48,55,67,71,70,65,71,60,66,57,57,66,68,55,52,54,58,70,48,68,55,66,58,15,12,7,13,15,Finesse Shot
6542,214763,62,62,62,58,59,59,59,58,62,62,62,62,66,66,66,62,68,73,73,73,68,70,73,73,73,70,21,184,82,12-May-85,Right,3,2,1,Low/Medium,Normal (170-185),No,€825K,57,48,77,70,52,56,70,67,70,60,54,56,54,72,52,70,76,68,80,58,86,73,46,61,66,72,72,71,72,13,14,7,15,7,"Dives Into Tackles (AI), Power Header"
6543,214772,64,64,64,64,63,63,63,64,67,67,67,68,69,69,69,68,70,69,69,69,70,70,66,66,66,70,18,172,76,2-Jan-91,Left,2,3,1,Medium/Medium,Normal (170-185),No,€2.1M,74,47,57,70,57,59,82,72,69,65,78,76,74,56,68,80,58,85,68,67,59,66,57,72,57,52,67,65,63,15,11,13,8,8,"Solid Player, Early Crosser"
6544,214776,68,68,68,67,67,67,67,67,68,68,68,68,67,67,67,68,65,64,64,64,65,64,63,63,63,64,18,183,80,14-Jan-93,Right,3,3,1,Medium/Medium,Normal (170-185),No,€1.8M,63,62,59,68,52,70,66,46,65,67,75,76,81,64,77,69,82,71,80,59,59,55,66,61,57,68,57,56,50,12,7,15,9,10,Technical Dribbler (AI)
6545,214777,72,72,72,69,70,70,70,69,70,70,70,70,64,64,64,70,51,50,50,50,51,48,46,46,46,48,21,182,80,6-Jun-92,Right,2,3,1,Medium/Medium,Normal (170-185),No,€3.5M,58,77,75,65,54,67,72,44,57,73,68,70,73,68,59,74,90,72,76,63,53,22,71,67,71,63,21,23,16,10,13,12,16,13,None
6546,214817,69,69,69,68,68,68,68,68,69,69,69,69,68,68,68,69,65,63,63,63,65,64,61,61,61,64,19,178,78,18-Apr-93,Left,3,3,1,Medium/Medium,Normal (170-185),No,€2.8M,65,61,67,68,55,71,62,45,63,69,73,75,72,63,63,76,73,82,73,62,57,49,67,64,69,65,46,56,57,13,10,11,11,13,None
6547,214874,66,66,66,70,69,69,69,70,71,71,71,71,68,68,68,71,68,65,65,65,68,66,59,59,59,66,18,168,72,27-Feb-96,Right,3,4,1,High/Medium,Normal (170-),No,€2.8M,67,65,27,67,33,73,56,68,65,70,84,82,78,63,78,70,59,68,63,66,55,59,70,65,65,66,55,61,59,14,9,8,10,8,"Flair, Technical Dribbler (AI)"
6548,214877,68,68,68,67,66,66,66,67,69,69,69,70,70,70,70,70,69,69,69,69,69,68,67,67,67,68,18,188,86,4-Feb-97,Right,3,3,1,High/High,Normal (185+),No,€2.4M,67,62,63,69,56,67,58,45,66,69,68,72,67,66,56,63,70,90,86,61,68,59,63,69,61,69,61,61,55,8,14,12,8,11,Long Shot Taker (AI)
6549,214918,70,70,70,69,70,70,70,69,70,70,70,70,70,70,70,70,62,63,63,63,62,58,57,57,57,58,17,181,76,2-Aug-90,Left,3,3,1,High/Medium,Stocky (170-185),No,€2.2M,72,71,55,69,58,72,60,75,65,72,58,53,71,67,54,79,49,72,77,75,68,57,73,69,59,69,49,40,36,6,10,7,14,7,"Long Passer (AI), Long Shot Taker (AI)"
6550,214937,69,69,69,70,68,68,68,70,71,71,71,72,71,71,71,72,72,72,72,72,72,72,72,72,72,72,20,177,73,19-Aug-94,Left,2,3,1,High/Medium,Normal (170-185),No,€3.3M,75,50,65,70,60,70,50,59,65,71,83,78,76,70,68,70,83,68,75,66,79,77,69,65,42,70,71,71,70,8,10,14,13,15,Speed Dribbler (AI)
6551,214944,70,70,70,67,69,69,69,67,72,72,72,70,74,74,74,70,70,74,74,74,70,70,73,73,73,70,20,187,77,18-Dec-94,Left,3,2,1,Medium/Medium,Lean (185+),Yes,€8.2M,53,64,68,79,49,68,67,66,78,74,61,61,60,68,58,75,65,66,72,74,62,71,62,72,55,65,70,75,70,10,14,14,12,9,Long Passer (AI)
6552,214977,61,61,61,64,63,63,63,64,68,68,68,69,72,72,72,69,73,75,75,75,73,73,74,74,74,73,18,178,67,21-May-93,Right,3,3,1,Low/Medium,Normal (170-185),No,€6.9M,60,39,56,74,43,68,56,44,71,70,67,67,66,74,67,61,79,79,72,54,77,72,53,73,46,69,74,74,73,12,13,7,6,7,None
6553,214988,71,71,71,72,72,72,72,72,74,74,74,74,74,74,74,74,74,74,74,74,74,72,68,68,68,72,19,173,70,7-Jan-94,Right,3,3,1,Medium/High,Normal (170-185),No,€6.8M,68,63,57,77,67,74,79,68,73,77,80,75,82,68,81,74,55,89,59,67,69,70,68,73,59,71,70,67,58,14,11,15,9,10,"Solid Player, Long Passer (AI), Playmaker (AI)"
6554,214990,66,66,66,66,64,64,64,66,66,66,66,69,65,65,65,69,69,65,65,65,69,70,66,66,66,70,20,172,70,19-Aug-92,Right,2,2,1,High/Low,Normal (170-185),No,</label>,68,59,64,64,41,63,62,64,61,64,87,94,59,59,62,58,61,70,69,60,61,60,60,62,55,55,64,65,66,11,16,12,15,10,Long Throw-in
6555,215043,66,66,66,65,65,65,65,65,65,65,65,66,59,59,59,66,58,53,53,53,58,57,52,52,52,57,18,175,78,14-Mar-88,Right,3,2,1,Medium/Medium,Normal (170-185),No,€743K,59,66,66,51,58,61,59,48,45,66,80,85,84,57,70,69,72,78,66,59,76,46,72,63,72,59,24,31,49,7,11,15,9,16,None
6556,215050,58,58,58,51,54,54,54,51,56,56,56,54,60,60,60,54,62,68,68,68,62,65,71,71,71,65,16,186,79,7-Jan-87,Left,2,2,1,Low/Medium,Normal (185+),No,€900K,28,35,74,63,37,50,36,39,59,64,61,55,44,65,53,72,69,68,82,58,86,66,38,46,48,70,70,68,69,7,9,14,6,7,None
6557,215057,68,68,68,66,68,68,68,66,72,72,72,70,76,76,76,70,72,76,76,76,72,71,75,75,75,71,22,182,79,3-Jun-90,Right,3,3,1,Low/High,Normal (170-185),No,€11M,58,58,66,77,49,69,59,60,76,74,54,42,58,74,61,72,54,79,80,68,78,75,68,73,59,75,73,74,72,16,11,12,16,10,None
6558,215071,75,75,75,77,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,74,74,74,77,20,170,69,11-Apr-88,Right,5,3,1,High/Low,Stocky (170-),No,€7.7M,75,62,65,76,65,79,80,59,75,81,86,81,85,75,80,79,74,89,72,70,86,70,77,79,66,80,65,70,72,15,8,13,12,6,"Long Throw-in, Flair, Technical Dribbler (AI)"
6559,215088,59,59,59,54,56,56,56,54,56,56,56,56,51,51,51,56,44,44,44,44,44,43,44,44,44,43,17,195,84,20-Feb-95,Right,3,2,1,Medium/Medium,Lean (185+),No,€438K,39,56,60,54,50,53,43,36,40,57,63,70,34,58,33,60,34,53,89,51,64,20,58,47,58,53,22,25,24,15,8,8,6,12,None
6560,215107,74,74,74,74,74,74,74,74,74,74,74,74,70,70,70,74,63,60,60,60,63,61,55,55,55,61,19,178,76,26-Jul-94,Left,4,4,1,High/Medium,Normal (170-185),Yes,€10.1M,64,67,60,69,70,75,69,55,63,76,91,90,91,73,83,85,52,71,56,73,67,38,72,68,63,66,44,52,30,13,8,8,10,12,"Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot"
6561,215108,69,69,69,68,68,68,68,68,70,70,70,72,71,71,71,72,73,72,72,72,73,73,72,72,72,73,18,170,74,18-Aug-88,Right,3,3,1,High/Medium,Stocky (170-),No,</label>,66,50,65,69,49,70,55,58,67,69,77,78,74,70,76,73,73,83,74,66,83,68,71,67,67,67,65,70,71,7,10,14,9,11,"Dives Into Tackles (AI), Speed Dribbler (AI)"
